name,category,address,city,state,country,latitude,longitude,phone,website,rating,review_count,opening_hours,price_level,business_status,maps_url,date_scraped
Cafe coffee shop,Cafe,,Pune,Maharashtra,INdia,18.5084498,73.795336,,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5084498&mlon=73.795336&zoom=17,2026-03-15 20:07 UTC
De Baker's Lounge,Cafe,,Pune,Maharashtra,INdia,18.502221,73.8094132,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.502221&mlon=73.8094132&zoom=17,2026-03-15 20:07 UTC
Cafe Eastwood,Cafe,Paschimanagari,Pune,Maharashtra,INdia,18.4987178,73.8193274,,,,,Mo-Su 13:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4987178&mlon=73.8193274&zoom=17,2026-03-15 20:07 UTC
Café Coffee Day,Cafe,,Pune,Maharashtra,INdia,18.5001122,73.8143802,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5001122&mlon=73.8143802&zoom=17,2026-03-15 20:07 UTC
Mr. Gelato,ice_cream,"Karve Road, 411038",Pune,Maharashtra,INdia,18.5033991,73.8194485,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5033991&mlon=73.8194485&zoom=17,2026-03-15 20:07 UTC
Cafe Durga,Cafe,"Shop No -2, Sanskruti Pratibimba Apartments, Mayur Colony, Kothrud, Pune, Maharashtra 411038",Pune,Maharashtra,INdia,18.5060236,73.817776,097641 42450,https://durgacafe.com/,,,Mo-Su 09:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5060236&mlon=73.817776&zoom=17,2026-03-15 20:07 UTC
Crown Bakery,cake;dessert;donut,"Rambaug Colony Road, 411038",Pune,Maharashtra,INdia,18.5124738,73.8089403,,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5124738&mlon=73.8089403&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,MIT College Road,Pune,Maharashtra,INdia,18.5137007,73.8155415,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5137007&mlon=73.8155415&zoom=17,2026-03-15 20:07 UTC
cafe durga,regional,,Pune,Maharashtra,INdia,18.5155055,73.8155019,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5155055&mlon=73.8155019&zoom=17,2026-03-15 20:07 UTC
Guptaji Tasty Bites,Cafe,,Pune,Maharashtra,INdia,18.5154534,73.8157991,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5154534&mlon=73.8157991&zoom=17,2026-03-15 20:07 UTC
Community cafe,Cafe,,Pune,Maharashtra,INdia,18.5109027,73.8155399,,,,,Mo-Su 08:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5109027&mlon=73.8155399&zoom=17,2026-03-15 20:07 UTC
Cafe Delight,Cafe,,Pune,Maharashtra,INdia,18.5151326,73.8154298,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5151326&mlon=73.8154298&zoom=17,2026-03-15 20:07 UTC
It's Street Coffee,coffee_shop,"Rambaug Colony Road, 411038",Pune,Maharashtra,INdia,18.5110698,73.815449,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5110698&mlon=73.815449&zoom=17,2026-03-15 20:07 UTC
Cafe Dot Com,pizza;burger,"Sus Road, 411021",Pune,Maharashtra,INdia,18.548737,73.7680906,6457264382,https://cafe.com/,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.548737&mlon=73.7680906&zoom=17,2026-03-15 20:07 UTC
Bhau's Cafe,coffee_shop,"Pashan-Sus Road, 411021",Pune,Maharashtra,INdia,18.5440664,73.7816736,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5440664&mlon=73.7816736&zoom=17,2026-03-15 20:07 UTC
SD Cafe,coffee_shop,"Pashan-Sus Road, 411021",Pune,Maharashtra,INdia,18.5440073,73.7817491,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5440073&mlon=73.7817491&zoom=17,2026-03-15 20:07 UTC
Cafe Durga,Cafe,,Pune,Maharashtra,INdia,18.5444539,73.7820527,+91 99211 66166,,,,Mo-Su 09:00-23:30,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5444539&mlon=73.7820527&zoom=17,2026-03-15 20:07 UTC
Chai Katta,Cafe,,Pune,Maharashtra,INdia,18.5444112,73.7822187,,,,,Mo-Su 08:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5444112&mlon=73.7822187&zoom=17,2026-03-15 20:07 UTC
Cafe Peiskos,Cafe,"Baner-Pashan Link Road, 411021",Pune,Maharashtra,INdia,18.5485217,73.7910459,+91 78759 29567,,,,Mo-Su 11:00-22:30,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5485217&mlon=73.7910459&zoom=17,2026-03-15 20:07 UTC
Pagdandi cafe,coffee_shop;sandwich;korean;burger;chicken,"Baner-Pashan Link Road, 411021",Pune,Maharashtra,INdia,18.5523223,73.7931643,8788990609,https://pagdandi.org/,,,Tu-Su 10:00-8:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5523223&mlon=73.7931643&zoom=17,2026-03-15 20:07 UTC
Pan India Eatery,pizza;coffee_shop;chinese,"Baner-Pashan Link Road, 411021",Pune,Maharashtra,INdia,18.5522362,73.7929231,+91 74474 50011,,,,Mo-Su 12:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5522362&mlon=73.7929231&zoom=17,2026-03-15 20:07 UTC
Caffee Delicioso,coffee_shop;ice_cream;chocolate,"Caffee Delicioso, Pride Valencia Apartment,, Pancard Club Road, Baner, 411045",Pune,Maharashtra,INdia,18.5597322,73.7811959,+917507657070,,,,24/7,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5597322&mlon=73.7811959&zoom=17,2026-03-15 20:07 UTC
Namaste Chai,Cafe,,Pune,Maharashtra,INdia,18.5582436,73.7927155,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5582436&mlon=73.7927155&zoom=17,2026-03-15 20:07 UTC
Satva Coffe,Cafe,,Pune,Maharashtra,INdia,18.5643864,73.7791054,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5643864&mlon=73.7791054&zoom=17,2026-03-15 20:07 UTC
The Belgian Waffle Company,Cafe,,Pune,Maharashtra,INdia,18.5687438,73.775275,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5687438&mlon=73.775275&zoom=17,2026-03-15 20:07 UTC
T1,Cafe,,Pune,Maharashtra,INdia,18.5718355,73.7764514,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5718355&mlon=73.7764514&zoom=17,2026-03-15 20:07 UTC
The Magic Bottle,Cafe,,Pune,Maharashtra,INdia,18.5694498,73.7813326,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5694498&mlon=73.7813326&zoom=17,2026-03-15 20:07 UTC
Chota Bite by Cafe Goodluck,Cafe,,Pune,Maharashtra,INdia,18.5523169,73.7938289,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5523169&mlon=73.7938289&zoom=17,2026-03-15 20:07 UTC
Cafe Durga,Cafe,,Pune,Maharashtra,INdia,18.552337,73.7940055,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.552337&mlon=73.7940055&zoom=17,2026-03-15 20:07 UTC
Rolls Mania,Cafe,,Pune,Maharashtra,INdia,18.5522827,73.793998,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5522827&mlon=73.793998&zoom=17,2026-03-15 20:07 UTC
Aromas Cafe & Bistro,Cafe,,Pune,Maharashtra,INdia,18.5547221,73.8000536,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5547221&mlon=73.8000536&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,,Pune,Maharashtra,INdia,18.5546075,73.8047402,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5546075&mlon=73.8047402&zoom=17,2026-03-15 20:07 UTC
Two Good (food | art | studio),Cafe,,Pune,Maharashtra,INdia,18.5540744,73.8048628,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5540744&mlon=73.8048628&zoom=17,2026-03-15 20:07 UTC
Brewing Bistro,Cafe,,Pune,Maharashtra,INdia,18.5522368,73.8039477,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5522368&mlon=73.8039477&zoom=17,2026-03-15 20:07 UTC
Bombay Creamery,Cafe,,Pune,Maharashtra,INdia,18.5571215,73.7936443,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5571215&mlon=73.7936443&zoom=17,2026-03-15 20:07 UTC
Kiosk Kaffee,Cafe,Ramchandra Gayakwad Path,Pune,Maharashtra,INdia,18.5605667,73.8050006,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5605667&mlon=73.8050006&zoom=17,2026-03-15 20:07 UTC
Cafe Old Skool,Cafe,"Shankarao Gaikwad Path, 411007",Pune,Maharashtra,INdia,18.5532768,73.8075129,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5532768&mlon=73.8075129&zoom=17,2026-03-15 20:07 UTC
Nosh Cafe and Kichen,Cafe,"Shankarao Gaikwad Path, 411007",Pune,Maharashtra,INdia,18.5533066,73.8073813,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5533066&mlon=73.8073813&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,,Pune,Maharashtra,INdia,18.5558558,73.8094085,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5558558&mlon=73.8094085&zoom=17,2026-03-15 20:07 UTC
Cafe Durga,Cafe,,Pune,Maharashtra,INdia,18.5558253,73.8087411,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5558253&mlon=73.8087411&zoom=17,2026-03-15 20:07 UTC
Cafe Starboy,Cafe,,Pune,Maharashtra,INdia,18.5533119,73.8071797,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5533119&mlon=73.8071797&zoom=17,2026-03-15 20:07 UTC
Third wave coffee,Cafe,"Ozone Mall, Anand Park, ITI Road",Pune,Maharashtra,INdia,18.5562117,73.8089739,+91 95298 83500,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5562117&mlon=73.8089739&zoom=17,2026-03-15 20:07 UTC
Chaha Mi,tea,,Pune,Maharashtra,INdia,18.5559535,73.8181282,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5559535&mlon=73.8181282&zoom=17,2026-03-15 20:07 UTC
Polka Dots,Cafe,"Westend Mall, Mahadji Shinde Marg, 411007",Pune,Maharashtra,INdia,18.5624008,73.806953,+91 7447 766 365;+91 7447 770 303,,,,"PH,Mo-Su 11:00-23:00",,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5624008&mlon=73.806953&zoom=17,2026-03-15 20:07 UTC
AIMS Cafeteria,regional,,Pune,Maharashtra,INdia,18.5629732,73.810633,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5629732&mlon=73.810633&zoom=17,2026-03-15 20:07 UTC
Starbucks,coffee_shop,,Pune,Maharashtra,INdia,18.5566993,73.8088692,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5566993&mlon=73.8088692&zoom=17,2026-03-15 20:07 UTC
Revive Social Rooftop Cafe & Lounge,pizza;coffee_shop;burger;italian;sandwich;pasta,"Rooftop, Raviraj Society, D.P Road, Parihar Chowk, Near Westend Mall, Ramchandra Gayakwad Path, 411007",Pune,Maharashtra,INdia,18.5604275,73.8080515,+918668564552,revivesocial.in,,,Mo-Su 09:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5604275&mlon=73.8080515&zoom=17,2026-03-15 20:07 UTC
Third Wave Coffee,coffee_shop,"Westend Icon, Aundh, 411007",Pune,Maharashtra,INdia,18.5608571,73.8067852,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5608571&mlon=73.8067852&zoom=17,2026-03-15 20:07 UTC
Fit & Fat Bistro,sandwich;coffee;coffee_shop,"Shop No. C-4, Sai Heritage, 411007",Pune,Maharashtra,INdia,18.5653066,73.8012929,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5653066&mlon=73.8012929&zoom=17,2026-03-15 20:07 UTC
Madras Cafe,Cafe,,Pune,Maharashtra,INdia,18.5653672,73.8005102,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5653672&mlon=73.8005102&zoom=17,2026-03-15 20:07 UTC
Marshall's Book Cafe,coffee_shop;sandwich;juice,"Aundh Opposite Pandit Bheemsen Joshi Auditorium, near PMRDA Office, Bremen Chowk, Pune, Maharashtra 411067",Pune,Maharashtra,INdia,18.5635624,73.8123093,096376 51304,,,,Mo-Su 11:30-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5635624&mlon=73.8123093&zoom=17,2026-03-15 20:07 UTC
Cafe Durga,Cafe,,Pune,Maharashtra,INdia,18.567104,73.8077225,+91 91560 55553,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.567104&mlon=73.8077225&zoom=17,2026-03-15 20:07 UTC
Cafe Peter,Cafe,,Pune,Maharashtra,INdia,18.5809231,73.7842257,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5809231&mlon=73.7842257&zoom=17,2026-03-15 20:07 UTC
ABC Cafe,italian;pizza;sandwich,"56/3, kirti nagar, 411027",Pune,Maharashtra,INdia,18.5835741,73.8035457,,www.abccafe.com,,,Mo-Su 11:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5835741&mlon=73.8035457&zoom=17,2026-03-15 20:07 UTC
MadyMade Pizza,pizza;burger;fries,"Pimple Gurav-Navi Sangvi Road, 411027",Pune,Maharashtra,INdia,18.5776151,73.8156096,07414900543,,,,Mo-Su 11:30-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5776151&mlon=73.8156096&zoom=17,2026-03-15 20:07 UTC
Delhi Chat,Cafe,,Pune,Maharashtra,INdia,18.5816936,73.8162783,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5816936&mlon=73.8162783&zoom=17,2026-03-15 20:07 UTC
Tea Center,Cafe,,Pune,Maharashtra,INdia,18.5852691,73.8193095,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5852691&mlon=73.8193095&zoom=17,2026-03-15 20:07 UTC
Daily Bites,Cafe,,Pune,Maharashtra,INdia,18.5929263,73.7999191,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5929263&mlon=73.7999191&zoom=17,2026-03-15 20:07 UTC
cafe coffee hutt,pizza;coffee_shop;burger;italian;sandwich;chicken,"kate vasti, 411027",Pune,Maharashtra,INdia,18.5929024,73.8037257,,,,,Mo-Su 10:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5929024&mlon=73.8037257&zoom=17,2026-03-15 20:07 UTC
Pocket Cafe,pizza;coffee_shop;burger;sandwich,"Pimple Gurav, 411027",Pune,Maharashtra,INdia,18.5937754,73.8037912,020 256369,https://pokketcafe.com/,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5937754&mlon=73.8037912&zoom=17,2026-03-15 20:07 UTC
ENGINEERS CAFE,Cafe,,Pune,Maharashtra,INdia,18.4408298,73.8397901,,,,,24/7,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4408298&mlon=73.8397901&zoom=17,2026-03-15 20:07 UTC
Cake Carnivel,Cafe,"Katraj Ambegaon Khurd Road, 411046",Pune,Maharashtra,INdia,18.4494345,73.838114,,,,,Mo-Su 010:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4494345&mlon=73.838114&zoom=17,2026-03-15 20:07 UTC
National Cafe,Cafe,,Pune,Maharashtra,INdia,18.4603841,73.8239506,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4603841&mlon=73.8239506&zoom=17,2026-03-15 20:07 UTC
Goodluck Cafe,Cafe,"Goel Ganga road, 411051",Pune,Maharashtra,INdia,18.4699752,73.8232298,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4699752&mlon=73.8232298&zoom=17,2026-03-15 20:07 UTC
Chai High,tea,411041,Pune,Maharashtra,INdia,18.4650359,73.8339481,+919834372320,,,,Mo-Su 08:30-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4650359&mlon=73.8339481&zoom=17,2026-03-15 20:07 UTC
Café Tea One,coffee_shop;tea;burger;sandwich;noodle,411048,Pune,Maharashtra,INdia,18.4665215,73.8929342,+918855878719,,,,Mo-Su 09:00-00:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4665215&mlon=73.8929342&zoom=17,2026-03-15 20:07 UTC
Sunrise Garden Cafe,persian,,Pune,Maharashtra,INdia,18.4575693,73.9126839,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4575693&mlon=73.9126839&zoom=17,2026-03-15 20:07 UTC
The Veg Culture,Cafe,,Pune,Maharashtra,INdia,18.4718862,73.8204546,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4718862&mlon=73.8204546&zoom=17,2026-03-15 20:07 UTC
Sadguru Snacks & Catering,Cafe,"Shop No. 1, 411052",Pune,Maharashtra,INdia,18.4938505,73.825703,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4938505&mlon=73.825703&zoom=17,2026-03-15 20:07 UTC
Neha's Cafe,Cafe,"Parvati Sahakar Nagar, Vrindavan Society, Sivadarshan Poorgrasta Vasahat, Parvati Paytha, Pune, Maharashtra 411009",Pune,Maharashtra,INdia,18.4897121,73.8499352,090287 38585,,,,Mo-Su 10:00-23:45,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4897121&mlon=73.8499352&zoom=17,2026-03-15 20:07 UTC
Neha cafe,pizza;burger;chinese;mexican,"laxmi road, Golwalkar Guruji Path, 411009",Pune,Maharashtra,INdia,18.489244,73.8484533,9547516565,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.489244&mlon=73.8484533&zoom=17,2026-03-15 20:07 UTC
Birdy's Cake Shop,"pastry,cakes","Karve Road, 411038",Pune,Maharashtra,INdia,18.503162,73.8200213,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.503162&mlon=73.8200213&zoom=17,2026-03-15 20:07 UTC
Starbucks,coffee_shop,"Sangam Solitaire, Ground Floor, Late GA Kulkarni Path, Kothrud, Pune, Maharashtra 411038",Pune,Maharashtra,INdia,18.5020112,73.8219989,082912 79830,https://www.starbucks.in/,,,Mo-Su 08:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5020112&mlon=73.8219989&zoom=17,2026-03-15 20:07 UTC
Himali Canteen,Cafe,,Pune,Maharashtra,INdia,18.503351,73.8323972,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.503351&mlon=73.8323972&zoom=17,2026-03-15 20:07 UTC
Coffee and Bread Art Cafe,Cafe,,Pune,Maharashtra,INdia,18.5040027,73.8308185,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5040027&mlon=73.8308185&zoom=17,2026-03-15 20:07 UTC
Brewbakes Café|Bistro Paud Raod,pizza;burger;sandwich;coffee_shop;ice_cream;chicken,"ShopNo#2 ,Rokade Heights ,Near Suzuki Showroom, Paud Road, 411038",Pune,Maharashtra,INdia,18.5083054,73.8223027,+919011430170,,,,Mo-Su 11:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5083054&mlon=73.8223027&zoom=17,2026-03-15 20:07 UTC
Pastry Corner,Cafe,,Pune,Maharashtra,INdia,18.5088106,73.8303995,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5088106&mlon=73.8303995&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,,Pune,Maharashtra,INdia,18.5079686,73.8315264,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5079686&mlon=73.8315264&zoom=17,2026-03-15 20:07 UTC
The Box Bistro,Cafe,,Pune,Maharashtra,INdia,18.5059058,73.8281404,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5059058&mlon=73.8281404&zoom=17,2026-03-15 20:07 UTC
Neha Music Studios,Cafe,"D2, Lions Club Road, Dattawadi, 411030",Pune,Maharashtra,INdia,18.4987408,73.8382785,9049464234,https://g.page/r/CZqe4KbZGL2aEAE?gm,,,Mo-Sa 08:00-18:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4987408&mlon=73.8382785&zoom=17,2026-03-15 20:07 UTC
