name,category,address,city,state,country,latitude,longitude,phone,website,rating,review_count,opening_hours,price_level,business_status,maps_url,date_scraped
Anna Coffee,coffee_shop,Telang Road,Mumbai,Maharashtra,INdia,19.0276804,72.852878,,,,,Mo-Su 20:00-12:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0276804&mlon=72.852878&zoom=17,2026-03-15 20:07 UTC
Mani Cafe,Cafe,,Mumbai,Maharashtra,INdia,19.0258534,72.8551118,,,,,"Mo-Fr 07:00-21:00,13:30-18:30; Sa 09:00-17:00; PH closed",,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0258534&mlon=72.8551118&zoom=17,2026-03-15 20:07 UTC
Spoon Of Love Express,Cafe,,Mumbai,Maharashtra,INdia,19.0275767,72.8557533,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0275767&mlon=72.8557533&zoom=17,2026-03-15 20:07 UTC
Chay Shay,Cafe,,Mumbai,Maharashtra,INdia,19.0274647,72.8564074,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0274647&mlon=72.8564074&zoom=17,2026-03-15 20:07 UTC
Juice Center,indian,60 Feet Road,Mumbai,Maharashtra,INdia,19.0383759,72.8534092,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0383759&mlon=72.8534092&zoom=17,2026-03-15 20:07 UTC
Cafe Instaa,Cafe,"New CHS ltd, 12A/1, rl kelkar rd, 400022",Mumbai,Maharashtra,INdia,19.0419393,72.8611885,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0419393&mlon=72.8611885&zoom=17,2026-03-15 20:07 UTC
Sugar Rushh Cafe,Cafe,,Mumbai,Maharashtra,INdia,19.042883,72.8644159,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.042883&mlon=72.8644159&zoom=17,2026-03-15 20:07 UTC
Coffee by Di Bella,Cafe,,Mumbai,Maharashtra,INdia,19.0705444,72.8226323,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0705444&mlon=72.8226323&zoom=17,2026-03-15 20:07 UTC
Mongoose The Bubble Bar,bubble_tea,,Mumbai,Maharashtra,INdia,19.070678,72.8227903,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.070678&mlon=72.8227903&zoom=17,2026-03-15 20:07 UTC
The Library Cafe,Cafe,,Mumbai,Maharashtra,INdia,19.0707397,72.8224281,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0707397&mlon=72.8224281&zoom=17,2026-03-15 20:07 UTC
Starbucks,coffee_shop,"Chapel Road, 400050",Mumbai,Maharashtra,INdia,19.0505393,72.8272596,,,,,Mo-Su 07:00-01:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0505393&mlon=72.8272596&zoom=17,2026-03-15 20:07 UTC
Morii Cafe,Cafe,,Mumbai,Maharashtra,INdia,19.0486305,72.825887,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0486305&mlon=72.825887&zoom=17,2026-03-15 20:07 UTC
Taj Mahal Tea House,Cafe,,Mumbai,Maharashtra,INdia,19.0485691,72.8258748,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0485691&mlon=72.8258748&zoom=17,2026-03-15 20:07 UTC
Basque by Breve,Cafe,"Chapel Road, 400050",Mumbai,Maharashtra,INdia,19.0504596,72.82669,02226487806,https://www.presstoindia.com/,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0504596&mlon=72.82669&zoom=17,2026-03-15 20:07 UTC
Candies,Cafe,,Mumbai,Maharashtra,INdia,19.0495544,72.8298692,02226423512,http://www.candiescafe.com,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0495544&mlon=72.8298692&zoom=17,2026-03-15 20:07 UTC
Subko Speciality Coffee Roasters and Bakehouse,Cafe,,Mumbai,Maharashtra,INdia,19.0531651,72.8300804,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0531651&mlon=72.8300804&zoom=17,2026-03-15 20:07 UTC
Veronica‘s,Cafe,"Veronica Street, 400050",Mumbai,Maharashtra,INdia,19.0540462,72.8268024,+91 93729 81697,https://veronicasbombay.com/,,,Mo-Su 08:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0540462&mlon=72.8268024&zoom=17,2026-03-15 20:07 UTC
Chaayos,tea,,Mumbai,Maharashtra,INdia,19.0508548,72.8272673,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0508548&mlon=72.8272673&zoom=17,2026-03-15 20:07 UTC
Method Contemporary Art & Treats,Cafe,,Mumbai,Maharashtra,INdia,19.050519,72.8267783,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.050519&mlon=72.8267783&zoom=17,2026-03-15 20:07 UTC
Breve Cycling Cafe,Cafe,,Mumbai,Maharashtra,INdia,19.0505565,72.8265298,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0505565&mlon=72.8265298&zoom=17,2026-03-15 20:07 UTC
Retroz The Cafe,Cafe,,Mumbai,Maharashtra,INdia,19.0515022,72.8283281,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0515022&mlon=72.8283281&zoom=17,2026-03-15 20:07 UTC
Mokai,japanese,"Chapel Road, 400050",Mumbai,Maharashtra,INdia,19.052411,72.8284969,+91-22-11111111,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.052411&mlon=72.8284969&zoom=17,2026-03-15 20:07 UTC
The Nutcracker,Cafe,,Mumbai,Maharashtra,INdia,19.05012,72.8264557,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.05012&mlon=72.8264557&zoom=17,2026-03-15 20:07 UTC
The C Spot Cafe,Cafe,,Mumbai,Maharashtra,INdia,19.049462,72.8296425,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.049462&mlon=72.8296425&zoom=17,2026-03-15 20:07 UTC
Tokyo Matcha Bar,bubble_tea,,Mumbai,Maharashtra,INdia,19.0527561,72.8287399,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0527561&mlon=72.8287399&zoom=17,2026-03-15 20:07 UTC
Mr MISU,Cafe,,Mumbai,Maharashtra,INdia,19.0539473,72.8288822,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0539473&mlon=72.8288822&zoom=17,2026-03-15 20:07 UTC
Ettarra,Cafe,"36, Chapel Road, 400050",Mumbai,Maharashtra,INdia,19.0530559,72.8289745,+91 86558 05815,https://ettarracoffee.in/,,,Mo-Su 07:00-02:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0530559&mlon=72.8289745&zoom=17,2026-03-15 20:07 UTC
Cafe Andora,sandwich;burger,"St. Dominic Street, 400050",Mumbai,Maharashtra,INdia,19.0573435,72.8276847,,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0573435&mlon=72.8276847&zoom=17,2026-03-15 20:07 UTC
A1 Bakery,Cafe,,Mumbai,Maharashtra,INdia,19.0546237,72.8264717,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0546237&mlon=72.8264717&zoom=17,2026-03-15 20:07 UTC
I Think Fitness Cafe,Cafe,"Manuel Gonsalves Road, 400050",Mumbai,Maharashtra,INdia,19.0592055,72.8294744,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0592055&mlon=72.8294744&zoom=17,2026-03-15 20:07 UTC
Blue Tokai Coffee Roasters,coffee_shop,"New Kantwadi Road, Bandra West, 400050",Mumbai,Maharashtra,INdia,19.0604691,72.8243537,+91 90825 66400,https://bluetokaicoffee.com,,,Mo-Su 09:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0604691&mlon=72.8243537&zoom=17,2026-03-15 20:07 UTC
Candies,Cafe,400050,Mumbai,Maharashtra,INdia,19.0609825,72.8268992,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0609825&mlon=72.8268992&zoom=17,2026-03-15 20:07 UTC
Chaayos,tea,"Unit 4, Carlton Court, Turner Road, Manuel Gonsalves Road, 400050",Mumbai,Maharashtra,INdia,19.0593648,72.8294628,073049 91343,,,,07:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0593648&mlon=72.8294628&zoom=17,2026-03-15 20:07 UTC
vidhi',italian;coffee_shop;mexican,"D'Monte Park Road Extension, 400050",Mumbai,Maharashtra,INdia,19.0609693,72.8266539,,https:\\vidhi'.com,,,Mo-Su 11:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0609693&mlon=72.8266539&zoom=17,2026-03-15 20:07 UTC
Boojee Café,Cafe,,Mumbai,Maharashtra,INdia,19.0605663,72.824459,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0605663&mlon=72.824459&zoom=17,2026-03-15 20:07 UTC
Boojee Café,Cafe,,Mumbai,Maharashtra,INdia,19.0606201,72.8244865,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0606201&mlon=72.8244865&zoom=17,2026-03-15 20:07 UTC
Goodluck Wines,Cafe,"Ramdas Naik Road, 400050",Mumbai,Maharashtra,INdia,19.0551796,72.8359562,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0551796&mlon=72.8359562&zoom=17,2026-03-15 20:07 UTC
Starbucks,coffee_shop,,Mumbai,Maharashtra,INdia,19.0598107,72.8323078,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0598107&mlon=72.8323078&zoom=17,2026-03-15 20:07 UTC
Easy Boba,bubble_tea,,Mumbai,Maharashtra,INdia,19.056272,72.8342539,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.056272&mlon=72.8342539&zoom=17,2026-03-15 20:07 UTC
Earth Cafe,Cafe,,Mumbai,Maharashtra,INdia,19.0590914,72.8339725,,,,,Mo-Su 08:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0590914&mlon=72.8339725&zoom=17,2026-03-15 20:07 UTC
Cafe Terrace at Night,sandwich;pizza;coffee_shop;burger,,Mumbai,Maharashtra,INdia,19.057476,72.8481424,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.057476&mlon=72.8481424&zoom=17,2026-03-15 20:07 UTC
the yoga house,regional organic,,Mumbai,Maharashtra,INdia,19.0657265,72.8247137,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0657265&mlon=72.8247137&zoom=17,2026-03-15 20:07 UTC
The Bagel Shop,Cafe,"30, Pali Mala Road, Bandra West, 400050",Mumbai,Maharashtra,INdia,19.0631425,72.8248491,+91 22 2605 0178,http://thebagelshop.in,,,Mo-Su 09:00-22:30,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0631425&mlon=72.8248491&zoom=17,2026-03-15 20:07 UTC
Seeds of Life,Cafe,"27/A, Pali Mala Road, Bandra West, 400050",Mumbai,Maharashtra,INdia,19.0631056,72.8249753,+91 98924 29167,,,,Mo-Su 11:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0631056&mlon=72.8249753&zoom=17,2026-03-15 20:07 UTC
Greenr Cafe,Cafe,,Mumbai,Maharashtra,INdia,19.0636814,72.8293629,,https://thrivenow.in/greenr-cafe-all-locations,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0636814&mlon=72.8293629&zoom=17,2026-03-15 20:07 UTC
Javaphile,coffee_shop,,Mumbai,Maharashtra,INdia,19.0616434,72.8288715,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0616434&mlon=72.8288715&zoom=17,2026-03-15 20:07 UTC
Ritual Daily Coffee,Cafe,"Dr. BR Ambedkar Road, 400050",Mumbai,Maharashtra,INdia,19.0650907,72.8296379,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0650907&mlon=72.8296379&zoom=17,2026-03-15 20:07 UTC
DORANGOS (Instagram:-dorangos_comedy_events) Best Entertainment Mumbai,Cafe,"5AA, St. Andrews Road Extension, 400050",Mumbai,Maharashtra,INdia,19.0611919,72.826748,+919920275894,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0611919&mlon=72.826748&zoom=17,2026-03-15 20:07 UTC
Abokado,japanese,,Mumbai,Maharashtra,INdia,19.0629065,72.8246987,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0629065&mlon=72.8246987&zoom=17,2026-03-15 20:07 UTC
Pause,Cafe,,Mumbai,Maharashtra,INdia,19.0631232,72.8249195,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0631232&mlon=72.8249195&zoom=17,2026-03-15 20:07 UTC
Starbucks,coffee_shop,,Mumbai,Maharashtra,INdia,19.0655751,72.8332064,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0655751&mlon=72.8332064&zoom=17,2026-03-15 20:07 UTC
Cafe Bandra,Cafe,,Mumbai,Maharashtra,INdia,19.0624117,72.831025,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0624117&mlon=72.831025&zoom=17,2026-03-15 20:07 UTC
Tim Hortons,coffee_shop,,Mumbai,Maharashtra,INdia,19.0653558,72.832398,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0653558&mlon=72.832398&zoom=17,2026-03-15 20:07 UTC
Bombay Coffee House,coffee_shop,,Mumbai,Maharashtra,INdia,19.063364,72.8346934,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.063364&mlon=72.8346934&zoom=17,2026-03-15 20:07 UTC
Poetry by Love and Cheesecake,Cafe,,Mumbai,Maharashtra,INdia,19.0627784,72.8328315,,https://loveandcheesecake.com/,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0627784&mlon=72.8328315&zoom=17,2026-03-15 20:07 UTC
Uncommon,Cafe,,Mumbai,Maharashtra,INdia,19.0613092,72.8307578,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0613092&mlon=72.8307578&zoom=17,2026-03-15 20:07 UTC
Farmers Cafe,Cafe,,Mumbai,Maharashtra,INdia,19.0669962,72.8328138,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0669962&mlon=72.8328138&zoom=17,2026-03-15 20:07 UTC
Bombay Brioche,Cafe,,Mumbai,Maharashtra,INdia,19.0650522,72.831054,,https://bandra.bombaybrioche.com/,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0650522&mlon=72.831054&zoom=17,2026-03-15 20:07 UTC
Bobakat,bubble_tea,,Mumbai,Maharashtra,INdia,19.0656303,72.8302815,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0656303&mlon=72.8302815&zoom=17,2026-03-15 20:07 UTC
Bru Baabaa,Cafe,,Mumbai,Maharashtra,INdia,19.0615878,72.8335006,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0615878&mlon=72.8335006&zoom=17,2026-03-15 20:07 UTC
Bokka Coffee,coffee_shop,,Mumbai,Maharashtra,INdia,19.0656452,72.8308365,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0656452&mlon=72.8308365&zoom=17,2026-03-15 20:07 UTC
Guilt Trip,Cafe,,Mumbai,Maharashtra,INdia,19.0713519,72.8241542,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0713519&mlon=72.8241542&zoom=17,2026-03-15 20:07 UTC
KCROASTERS - By Koinonia,Cafe,"66, Chuim Village Road",Mumbai,Maharashtra,INdia,19.0731837,72.8263765,+91-9136650277,https://kcroasters.com/,,,Mo-Su 08:00-21:30,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0731837&mlon=72.8263765&zoom=17,2026-03-15 20:07 UTC
Greenbox Caffe,indian,"Vasu Bhavan Building, 11th Road, Khar West, 400052",Mumbai,Maharashtra,INdia,19.0685728,72.8353475,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0685728&mlon=72.8353475&zoom=17,2026-03-15 20:07 UTC
August Cafe,Cafe,,Mumbai,Maharashtra,INdia,19.071019,72.8331048,,https://augustcafe.in/home/,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.071019&mlon=72.8331048&zoom=17,2026-03-15 20:07 UTC
gulshan cafe,coffee_shop,,Mumbai,Maharashtra,INdia,19.0739809,72.8431413,,,,,Mo-Su 10:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0739809&mlon=72.8431413&zoom=17,2026-03-15 20:07 UTC
Chaayos,tea,,Mumbai,Maharashtra,INdia,19.060721,72.8646836,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.060721&mlon=72.8646836&zoom=17,2026-03-15 20:07 UTC
Starbucks,coffee_shop,,Mumbai,Maharashtra,INdia,19.0609137,72.8646702,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0609137&mlon=72.8646702&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,,Mumbai,Maharashtra,INdia,19.0646784,72.8608743,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0646784&mlon=72.8608743&zoom=17,2026-03-15 20:07 UTC
"Pondichery Cafe, Sofitel Hotel",regional,"C 57, Bandra Kurla Complex Road, 400051",Mumbai,Maharashtra,INdia,19.0678286,72.8689535,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0678286&mlon=72.8689535&zoom=17,2026-03-15 20:07 UTC
Modern Tea House,Cafe,,Mumbai,Maharashtra,INdia,19.0752035,72.8259183,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0752035&mlon=72.8259183&zoom=17,2026-03-15 20:07 UTC
Starbucks,coffee_shop,,Mumbai,Maharashtra,INdia,19.0756716,72.8317315,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0756716&mlon=72.8317315&zoom=17,2026-03-15 20:07 UTC
Third Wave Coffee Roasters,coffee_shop,,Mumbai,Maharashtra,INdia,19.0847062,72.834941,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0847062&mlon=72.834941&zoom=17,2026-03-15 20:07 UTC
Mazi,Cafe,"Juhu Tara Road, 400054",Mumbai,Maharashtra,INdia,19.0845357,72.8351765,+91 8693843243,,,,Mo-Su 08:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0845357&mlon=72.8351765&zoom=17,2026-03-15 20:07 UTC
Cafe Gulshan,coffee_shop;irani,"golibar road, 400055",Mumbai,Maharashtra,INdia,19.0750493,72.8421734,,,,,Mo-Su 09:00-20:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0750493&mlon=72.8421734&zoom=17,2026-03-15 20:07 UTC
radha krushma,coffee_shop;indian,"3, Santacruz Skywalk, 400055",Mumbai,Maharashtra,INdia,19.0807897,72.8426176,,,,,Mo-Su 08:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0807897&mlon=72.8426176&zoom=17,2026-03-15 20:07 UTC
Chaayos,tea,,Mumbai,Maharashtra,INdia,19.0988699,72.827813,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0988699&mlon=72.827813&zoom=17,2026-03-15 20:07 UTC
The Belgian Waffle Co.,Cafe,,Mumbai,Maharashtra,INdia,19.0991938,72.8277678,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0991938&mlon=72.8277678&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,D Joshi Marg,Mumbai,Maharashtra,INdia,19.1002954,72.8400363,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.1002954&mlon=72.8400363&zoom=17,2026-03-15 20:07 UTC
Fries.com,burger;american,"A34, Datta Mandir Road, 400055",Mumbai,Maharashtra,INdia,19.0801058,72.8538114,,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0801058&mlon=72.8538114&zoom=17,2026-03-15 20:07 UTC
My Little Tea Pot,Cafe,"123, Shivaji Nagar, 400055",Mumbai,Maharashtra,INdia,19.0825059,72.8574319,,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0825059&mlon=72.8574319&zoom=17,2026-03-15 20:07 UTC
My Little Tea Pot,Cafe,,Mumbai,Maharashtra,INdia,19.0794928,72.8668387,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0794928&mlon=72.8668387&zoom=17,2026-03-15 20:07 UTC
My Little Tea Pot,coffee_shop,,Mumbai,Maharashtra,INdia,19.0781157,72.8671645,,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0781157&mlon=72.8671645&zoom=17,2026-03-15 20:07 UTC
Cafeccino,Cafe,,Mumbai,Maharashtra,INdia,19.0917053,72.8567979,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=19.0917053&mlon=72.8567979&zoom=17,2026-03-15 20:07 UTC
